	tweets	isRoadIncident
386	Toshiba approves Chapter 11 filing for nuclear unit Westinghouse: Nikkei	0.0
387	Centre moves against Supreme Court verdict lifting shield.	0.0
388	#News: Hunger is on the rise in #DRC, according to new analysis by #UNFAO and  Find out more:… 	0.0
389	strategy	0.0
390	 outside by  produced by Dirty k #inl #youtube #RU75	0.0
391	CLEARED: Roadwork on highway southbound between Exit - Downtown Harrisburg/Front St and Exit - highway/highway.	1.0
392	"Got suspended by #Twitter for reacting angrily to this news.
Putin scum selling #Brexit BS.
Suspend them, not me!
"	0.0
393	USDA Market News - As diverse as the agricultural landscape 	0.0
394	New: Crash in Lee on highway south at Pine Island Rd, all lanes blocked. Last updated at ::51PM. #fl511 	1.0
395	Diamonds and dogbones: The intersections they are a changin' #NB 	0.0
396	Now blocking FOUR RIGHT LANES on NB highway at S.188th and a +mile backup. HOV lane open. 	1.0
397	grooming season dawns in Madhya Pradesh	0.0
398	 just listening to it repeatedly.. thanks for sharing it with us . 😘😘 such an amazing song. #OlvidameYPegaLaVuelta	0.0
399	WY : Crash NORTHBOUND between Worland and Basin at mp . Expect delays. #wyoroad	1.0
400	So	0.0
401	Constr. on highway East btw Exit - CT /Prospect Ave/Oakwood Ave (West Hartford) and Exit - Blvd/Capitol Ave/Sis...	1.0
402	highway MM . NB at SR / mile Left lanes closed &lt;= mins due to a stalled vehicle	1.0
403	Wake-up call for Trump	0.0
404	So my sister got me a new phone cause I bought our phones last time. We stay helping each other out. BLESSED🙏🏽	0.0
405	 Hi Meeka, we're working on fixing the website ASAP so you can continue shopping. Apologies for any inconvenience!	0.0
406	000 seats across 3400 colleges.	0.0
407	Updated: Construction on #5Line Both directions at Flatbush Avenue-Brooklyn College Station 	1.0
408	and killed	0.0
409	OKC: I235 SB JN I40 is cleared...teg 	1.0
410	politics	0.0
411	Line at the cafe long asab, line at chick fil a long asab, food truck was closed, small cafe is slow fml 🤦🏽‍♂️	0.0
412	"Melinda and I had a lot of fun sharing our Annual Letter with teens from around the world: 
"	0.0
413	Hindi-belt party.	0.0
414	New: Disabled vehicle in Orange on Floridas Turnpike south ramp to Exit highway/SR , off-ramp right lane...	1.0
415	Updated: Incident on #NJ21 NB from North of Exit - Dayton St to Exit - highway 	1.0
416	 It is now cuz I remember how hard it was for her to find the belt	0.0
417	Oh wait, it's not over yet. Now my left ankle wants in on the random pain - oh and it's traveling down my foot. #IsThatYouFibro ?	0.0
418	TALKBACK! What was your favorite feature of the new #UBox #commercial during Watch it again #ICYMI: 	0.0
419	New: Object on roadway in Volusia on highway south at Exit highway EB, right lane blocked. Last updated at...	1.0
420	New: Crash in Lee on highway south beyond Exit Bayshore Rd, right lanes blocked. Content provided by Waze....	1.0
421	Accident, SR North and South at Custer Ave. One northbound lane open. 	1.0
422	Wildfire seasons are getting longer, more dangerous, and more expensive. We need to do more to #ActOnClimate. 	0.0
423	Some see hope in comments.	0.0
424	Updated: Incident on #MLine Queens bound at -50th Street-Rockefeller Center Station 	1.0
425	PM's pitch for sisters	0.0
426	Shashank Manohar to stay on as chairman till June meet.	0.0
427	 unfortunately a firmware update or driver update will not fix the issue. ^SK /	0.0
428	New Teacher Lunch &amp; training! Marker wars w/ Greta's buzzwords! #PowellNation #ourcougarsourculture 	0.0
429	MP Sushmita Dev's plea to keep out of takes wings online.	0.0
430	"Sign on the northbound Kansas Turnpike in Butler Co.: 

SOLAR ECLIPSE TODAY
NO PARKING ON HIGHWAY"	0.0
431	Cleared: Crash in Miami-Dade on SR- east at NW Ave, left lane blocked. Content provided by Waze. Last updated at ::27PM.	1.0
432	Cleared: Construction on #NJ24 Both directions at West of Exit 9A - Broad St/Millburn/Summit	1.0
433	"Hamilton County - Interstate paving project additional lane and ramp closures
"	1.0
434	Spurned by mom	0.0
435	"I prefer #natural remedies whenever possible. Read blog post here
 #mikamar #natural "	0.0
436	Collier Co.All Northbound highway Closed at mile marker Due to Crash Please seek alternate Route 	1.0
437	New: Emergency road construction in Miami-Dade on SR-/Port Boulevard east beyond highway, right lanes blocked....	1.0
438	COMPLETE highway MM . NB at highway North Split All lanes slow &lt;= mins due to a crash	1.0
439	No stamping tagging of fliers' hand baggage at 7 major from April 1.	0.0
440	A year old pizzeria in Phoenix, AZ is looking for a FOH manager. Please pass the word. (JobSpot at... 	0.0
441	 Kudos to you all for making it happen and your willingness to help those in need! ❤️	0.0
442	 Hello! So sorry to hear about that! To contact SamsoniteUK in your area please reference this link: 	0.0
443	New: Multi-vehicle crash in Hillsborough on highway west beyond Columbus Dr. Last updated at ::58AM. #fl511 	1.0
444	Incident on #B48Bus from Franklin Avenue : Sterling Place to Franklin Avenue : Lincoln Road 	1.0
445	"Get an inside look at our new entry point #RookieTackle as our kids take the field for the very first time!

➡️:… "	0.0
446	EAST SAM HOUSTON TOLLWAY Northbound At SPENCER HWY - High Water - Status: Cleared at : PM	1.0
447	to days to sell 96000 trucks buses	0.0
448	White: Snow showers - Roadway is bare &amp; wet slush in places. Construction season is underway &amp; there is constr 	1.0
449	Man seen tied to army jeep in video from JK identified	0.0
450	highway MM . WB at Michigan St Line Left lane closed days due to construction work	1.0
451	Incident: NB (Clifton Road and Brimstone Lane) in Fairfax Co. All NB &amp; all SB travel lanes closed. Potential Delays.:24PM	1.0
452	 Safe travels! The cargo area is not a recommended spot for any person to ride.	0.0
453	The Sidehill Viaduct on Interstate is ft long; it will sustain a new, ft bridge, realigning the road sout… 	0.0
454	Why you should shun water at beaches.	0.0
455	Trends, challenges &amp; priority actions along a path towards #ZeroHunger by - great infographic by 	0.0
456	TRAVEL ADVISORY-DeKalb/Gwinnett Co.: Road work highway in both directions leaving lane restrictions bet. highway and Jimmy Carter Blvd. (Ex. ).	1.0
457	several injured as mobs storm polling booths; Low 3.3 % turnout till 11 am	0.0
458	Alton Brown dishes on awkward fan encounters, 3D food printers, and who intimidates him... 	0.0
459	 when the guy at the due west gas station remembers us from name and asks me about you 😂😂	0.0
460	Capturing the essence of #elsevierhacks this is awesome  	0.0
461	How to stop (and loot) a express with just a coin.	0.0
462	The right and center lanes are blocked on highway West on the Highrise Bridge due to an accident. Congestion has reached Chef Menteur Highway.	1.0
463	Have access to a #3DPrinter? See #Eclipse2017 through a pinhole projector that you can print. Download now:… 	0.0
464	Pawar points out.	0.0
465	 Call me nugget because I will always protect you when left shark comes to wake you up! Woof! 🐶 #kpwww la… 	0.0
466	SD-: road reopened at South Shore.	1.0
467	VEHICLE ACCIDENT on highway - ONE MILE NORTHE OF THE CEDAR STREET EXIT FOR HELENA MT at milepost ... 	1.0
468	#RuralMade also contributes to US exports! One of our fave #RuralResults stories: 	0.0
469	Updated: Crash in Broward on Floridas Turnpike north ramp to Exit highway, off-ramp closed. Last updated at...	1.0
470	to look beyond defence during visit.	0.0
471	Feeling like celebrities with our #TVSpot airing during 😎Planning a #move? U-Box® is the best answer! 	0.0
472	The X High Key sunglasses are now available in new colors! Get 'em before they're gone:… 	0.0
473	"today's SEO thought - ""object"" in VR space is clickable.. what do you want? phone, text, IM, email, URL, App? Dire… "	0.0
474	Trump signs repeal of U.S. broadband privacy rules	0.0
475	quoting officials	0.0
476	"Is yelling effective, when a coach is trying to communicate?
→ 

We want to know what you th… "	0.0
477	Cleared: Object on roadway in Volusia on highway east at Exit Saxon Blvd, right lane blocked. Last updated at ::02PM.	1.0
478	When I'm in a relationship.. As long as my family good &amp; my girl good IM GOOD 🤘🏾💯	0.0
479	:27pm.. The center lane is blocked on highway East past Carrollton Avenue due to a disabled vehicle. Delays back to Metairie Rd.	1.0
480	Renowned director Sofia Coppola in Cartier for the debut of her new film at #Cannes2017 	0.0
481	Riddle over 'formerly' tag on collection.	0.0
482	Property Closed by FWP, Bradford Dessy! Congrats Bradford on continuing to exceed your clients expectations.… 	0.0
483	20 IAS officers in including Principal Secretary Information Navneet Sehgal	0.0
484	The office landscape has changed. How can design keep up? #sxsw #choosework #designstrategy 	0.0
485	The Fake News is becoming more and more dishonest! Even a dinner arranged for top leaders in Germany is made to look sinister!	0.0
486	Introducing your MOONWOMAN. Brace for impact! August 27th on  	0.0
487	highway MM . WB near SR / mile Right lane closed &lt;= mins due to maintenance work	1.0
488	Badly equipped surgery	0.0
489	 This is great! Have you downloaded any of our other #mindfulcoloring pages? ^CKH	0.0
490	Cleared: Disabled vehicle in Miami-Dade on Express south before SR-/NW St/Opa-locka Blvd, left lane blocked. Last updated at...	1.0
491	New: Emergency vehicles in Miami-Dade on Express south before Florida's Turnpike/SR-, all lanes blocked....	1.0
492	Closed due to major event in #SewardPark on Lk Washington Blvd Both NB/SB at S Juneau St and Lk Park Dr #traffic 	1.0
493	The block of East Market St () is closed in both directions near Rockingham Insurance &amp; the former Papa Johns pizza due to a gas leak	1.0
494	Use Extension Cords Properly #SafetySaturday 	0.0
495	Beef retailers now labeling mechanically tenderized beef 	0.0
496	sufficient measures	0.0
497	Cleared: Planned construction in Escambia on SR- south at SR /MM , left lane blocked. Last updated at ::03PM.	1.0
498	Did the Supreme Court chicken out while deciding on	0.0
499	 That is not good! Please DM us your name, email, phone , and location so we can assist you!	0.0
500	Update : PM : On highway northbound just south of highway in Lynnwood there is a collision blocking the right peak use shoulder lane.	1.0
501	Balga - traffic congestion southbound Wanneroo Road at Reid Highway	1.0
502	Accident on EB near Victoria Street	1.0
503	A PM who hangs out	0.0
504	Construction on #7Line Both directions from 42nd Street-Times Square Station to Queensboro Plaza Station 	1.0
505	"Ronald McDonald House of Southern WV receives $, donation from  #EyewitnessWV 

"	0.0
506	New: Planned construction in Miami-Dade on SR- east beyond NW Ave, left lanes blocked. Last updated at...	1.0
507	trial raises rigging fears	0.0
508	Bihar Jharkhand for nice try filling police vacancie	0.0
509	Close shave for passengers of and planes at Delhi airport.	0.0
510	CLEARED: Disabled vehicle on highway eastbound between Exit - Ben Franklin Pky/23rd St and Broad St.	1.0
511	If you can't tell that this is a man, you didn't care that this is a man. 	0.0
512	Turnpike Traffic Alert on Pennsylvania Turnpike highway northbound between Exit - highway and -SR903 (E-ZPass Only) affecting the right la	1.0
513	Manini Chatterjee on how the is adopting all the of the of yore.	0.0
514	In fiscal , about million people applied for the U.S. diversity visa program (known as the visa lottery)… 	0.0
515	Cleared: Incident on #JLine Both directions at Cypress Hills Station	1.0
516	How became a avenger with no mercy.	0.0
517	BSP boss is not averse to joining forces with non-BJP parties.	0.0
518	Road Closed on highway - BEARTOOTH HIGHWAY - LOWER GATE TO RED LODGE from milepost . to . ... 	1.0
519	How bypoll was put off-- on ruling combine's request.	0.0
520	7% voter turnout in Kashmir's re-poll	0.0
521	Incident on #MLine from Forest Hills-71st Avenue Station to Jackson Hts-Roosevelt Avenue Station 	1.0
522	Now have to learn to live without that flashing red light.	0.0
523	highway southbound at mile marker has all lanes closed due to a vehicle fire. Use caution and seek an alternate...	1.0
524	Obstruction on CA- Eastbound at CA- N (Los Gatos). Lane blocked. Expect delays.	1.0
525	Overburdened says it may not be able to hold for college teachers this year.	0.0
526	Supreme Court seeks govt's response on a plea to frame national policy to promote and	0.0
527	Tamil Nadu	0.0
528	Incident on #2Line NB from Nevins Street Station to 149th Street 	1.0
529	 drivers being dumb and backing up the on east ramp at Garden Avenue in Brantford.	0.0
530	New: Traffic congestion in Broward on Sawgrass Expressway south from Exit Atlantic Blvd to at Exit Oaklnd Pk...	1.0
531	Florida Freeze Destroys up to / of Winter Fruit and Vegetable Production 	0.0
532	 This has not stopped and yet- the ticket was closed without any response other than a clearly… 	0.0
533	Single lane closure: SB &amp; NB SR from Moss Park Rd to Trevarthan Rd, /, 10PM to 6AM. Minor delays possible. #CFXAlerts	1.0
534	Women spend more time than men doing unpaid work. Melinda explains how we can change that: 	0.0
535	Band of heavier rain setting up over coastal counties. to inches possible in band this afternoon could cause ad… 	0.0
536	Did you know #OneWTC was the tallest building completed in ? It's also the 3rd talle... 	0.0
537	Son of chief minister reveals his political ambition.	0.0
538	Visa 'selfie' by CBSE's plans	0.0
539	"Median household income: ⬆
Poverty rate: ⬇
Uninsured rate: ⬇

Middle-class economics works. "	0.0
540	Modi takes plunge	0.0
541	 But everywhere else is still flooded, so we can't exit the neighborhood. It's raining heavy again, b… 	0.0
542	highway, from @ 223rd Ave to @ 223rd Ave, Delay &lt; 20min, Right shoulder closed between the golf course and King Road... 	1.0
543	 Our apologies for any frustration. What is your order # so we can take a look?	0.0
544	Pak court sentences to death for spying.	0.0
545	Day : I've successfully infiltrated their ranks and gained their trust, they still suspect nothing 	0.0
546	22 agreements signed	0.0
547	New: Crash in Broward on Sunrise Blvd east before Powerline Rd, left lane blocked. Last updated at ::53AM....	1.0
548	All you need to know about 2017 across eight states VIDEO:	0.0
549	 #MarquetteCo Right lane closed on highway northbound at Mile Marker , due to a semi-truck fire. #Call511	1.0
550	BIG STORY: African envoys slam Indian govt for not condemning Gr Noida attack enough; say no visible	0.0
551	the has to re-invent itself	0.0
552	The boys leave one on in the bottom of the 4th. McCarthy throwing chairs #pennstatechairthrowingclub	0.0
553	Cleared: Crash in Broward on SR- west before Exit highway/Florida's Turnpike/highway/SR-, left lane blocked. Last updated at ::37AM.	1.0
554	We #travel w/o ✈️ baggage fees on #Amazon Fast &amp; #Free S&amp;H right to your door 👉 	0.0
555	 Sorry for the confusion! We'll notify our online leaders so the pricing can be fixed. Thanks for bringing it to our attention!	0.0
556	School zone are active for starting tomorrow. Please slow down and use caution. Also remember cell phone… 	1.0
557	Admit it. You need #ShadesofBlue back in your life. Get it here: 	0.0
558	In the NW - some ongoing work has WB 16th Avenue seeing delays heading onto the NB Stoney on ramp. #yyctraffic	1.0
559	Incident on #59Bus Both directions at 2nd Avenue between Locust and Walnut Streets 	1.0
560	New: Planned construction in Miami-Dade on SR- north ramp to NW St, off-ramp closed. Last updated at...	1.0
561	We have many new homes under construction in Palm Coast's Toscana gated community right now. Please note we do... 	0.0
562	Scotland Yard arrests in London	0.0
563	"Former Buford HS head coach Jess Simpson to coach for the after posting - record.

📚:… "	0.0
564	US NSA H.R. to arrive in today; to hold talks with NSA	0.0
565	"Hot hot sand? Don't let it ruin the dance party. 

$ flip-flops are landing Saturday - shop in-store and online! "	0.0
566	"No child should need to rely on dirty drinking water because of drought &amp; conflict.
RT if you agree.… "	0.0
567	Why extradition could take ages.	0.0
568	Updated: Planned construction in Broward on highway north before NE 21st Street, right lane blocked. Last updated at...	1.0
569	Incident on #I495 WB at Exit - Woodhaven Boulevard / Queens Boulevard 	1.0
570	Cleared: Incident on #I95 SB at 3rd Avenue; Exit 	1.0
571	Alert | MILWAUKEE Co | Crash | highway WB | County C | All Lanes Blocked (Both Directions) | 	1.0
572	Cleared: Incident on #ELine Queens bound from Forest Hills-71st Avenue Station to Queens Plaza Station	1.0
573	Cleared: Construction on #2Line Both directions from 241st Street-Wakefield Station to Nereid Avenue-238th Street Station	1.0
574	We &lt; you too! I wanted to collaborate with som1 special this song &amp; there's no one better than  	0.0
575	Nashri Tunnel: PM to inaugurate India's longest road tunnel VIDEO:	0.0
576	highway MM . SB near SR / mile Right lane closed hours due to construction work	1.0
577	Sharad wants Gujarat CM arrested for trying to push making meat a communal issue.	0.0
578	Supreme Court summons boss	0.0
579	The iconoclasm of Carnatic exponent and how he is moving beyond the the artificial boundaries.	0.0
580	A initiative helps generate shield in Sundarbans.	0.0
581	"Mark your calendars for The IFAF Women’s World Championship! See which six teams will be competing.

🌎:… "	0.0
582	SD-: ROAD CLOSED btwn .2mi W and .1mi W of IA State Line.|	1.0
583	Sangh puts up show of strength in	0.0
584	CFO Hans-Ulrich Engel at the #DigitalSummit in Ludwigshafen discussing the Future of Digital Economy. #BASF40 	0.0
585	Construction on #JLine Both directions from Crescent Street Station to Jamaica Center-Parsons/Archer Station 	1.0
586	UPDATE: The Top Rankings will be updated and released this week.. 	0.0
587	India readies $5bn credit line for as backup.	0.0
588	Adão works for a gender equal 🌍 by challenging stereotypes in his community. Join in &amp; do your part for #Planet5050… 	0.0
589	"Disabled teen facing one last hurdle on difficult road to university: Money 
 Wow. "	0.0
590	Admission of defeat in Kashmir	0.0
591	Trump would. Opened bear sanctuary to hunters, so they can kill them in a place where they were once safe. 	0.0
592	India using to tackle insurgents.	0.0
593	KP Nayar on why Narendra Modi can be satisfied with his policy.	0.0
594	Alert | JEFFERSON Co | Disabled | highway WB | MILE MARKER | Right Lane | 	1.0
595	It's finally fucking friday, it finally fucking September😁😁😁	0.0
596	Updated: Crash in Orange on highway west at Exit Ivanhoe Blvd, all lanes blocked. Last updated at ::39AM. 	1.0
597	If we based attractiveness off of our goals/ambitions then I'd be hella fine	0.0
598	 You'll need to reach out to your local HR department where you worked for that paperwork. Best of luck.	0.0
599	The first of the pavement markings are down for the new Cambridge Street Separated #Bicycle Facility -… 	1.0
600	Govt	0.0
601	. puts a Parisian spin on The September Collection. Now in Ralph Lauren global flagships and online. 	0.0
602	The How and Why of (or	0.0
603	Disabled truck blocking right lane of west just past the West Street off ramp-Slowdowns #Syracuse #Traffic 	1.0
604	Despite its IT edge	0.0
605	while the unit involved was PTI	0.0
606	Open data can help feed a hungry world 	0.0
607	What to men said when cops found carcass in car boot...	0.0
608	Wembley - traffic congestion southbound Mitchell Freeway between Powis Street and Mill Point Road	1.0
609	Top law advisor backs use of human shield	0.0
610	Food for Thought: What I Learned From Weeks in Noma's Kitchen 	0.0
611	Counting of votes for to Lok Sabha constituency begins.	0.0
612	A disabled vehicle on the highway WB at x14 / the NJ Turnpike blocks the shoulder. #nbc4ny	1.0
613	Fire when ready! previews #Orion test. Tune in live at p.m. MT on /. (Photo: 	0.0
614	New: Planned construction in Orange on highway east at Exit highway /Orange Blossom Trl, left lane blocked. Last...	1.0
615	Ram Madhav tells	0.0
616	Never drink water that has an unusual odor or color—look for other water sources:  	0.0
617	Great performance from  and Uganda's last night! #FallonTonight	0.0
618	A culture of inclusivity at the National Institute of Food and Agriculture 	0.0
619	Why India is not ready for manipulation in human embryos.	0.0
620	A character I have continuously draw over and over again. Decided to go back to back to root(original:right) and ac… 	0.0
621	How is going against the wave of transparency in	0.0
622	This is progress…The malaria death rate in sub-Saharan Africa fell by % between and . #WorldMalariaDay 	0.0
623	"Crash
EB highway at MP ( Mi W of Diamand Fork Rd) Utah Co.
Est. Clearance Time: : PM"	1.0
624	Save the date! The Ohio City Street Festival is right around the corner-Sept. 24th. For more info, visit #sponsored	0.0
625	Dakota Johnson and Sienna Miller strike a pose at the #CartierParty in LA. #PantheredeCartier 	0.0
626	  Y'all murdered that flick!! Love y'all. #GirlsTrip	0.0
627	New: Crash in Osceola on Floridas Turnpike south before SR , right lane blocked. Last updated at ::21PM....	1.0
628	Updated: Incident on #1Line NB at 66th Street-Lincoln Center Station 	1.0
629	 they should be available soon. sign up for the newsletter to be alerted 	0.0
630	"Crash
WB SR at highway Utah Co.
Est. Clearance Time: : PM"	1.0
631	highway Westbound CLOSED at MM , west of Ogallala. Exit at Ogallala, Exit .	1.0
632	NGT punches holes in Delhi fuel supply chain with ban on old tankers.	0.0
633	 Glad you like it. Race on, Richard!	0.0
634	44 feared killed as bus falls into River Tons in Nerwa area of district: police.	1.0
635	Hijacked Indian Dhow Al-Kausar released	0.0
636	says Manini Chatterjee.	0.0
637	highway SB: Intermittent lane closure from Exit - IA to Exit - 13th Street (near Ames). 	1.0
638	I-35W SB: Debris on roadway from Exit - East Hennepin Avenue to Exit 21A - Stinson Boulevard (Lauderdale). 	1.0
639	"Who has the No. best college food in America? 

Like you have to ask.

We ❤️ you, 

 via "	0.0
640	And the  spot in our #uhaultrends Canadian Destination Cites countdown is...#Toronto Ontario!… 	0.0
641	Due to signal problems at Kingsbridge Road, southbound # trains is delayed. Please allow additional travel time.	1.0
642	 stop playing and give my girl a platform 	0.0
643	a giraffe spurns its calf	0.0
644	BJP leaders in the dock	0.0
645	IH- NORTH LOOP Eastbound At HOMESTEAD RD - Heavy Truck, Accident - Status: Cleared at : PM	1.0
646	Brockport plates in the 5th and we're back on the offensive #Jedis #HitsandGiggles	0.0
647	WHO in drive to check errors.	0.0
648	Cleared: Incident on #I95 NB from Exit 1C - Major Deegan Expressway; Alexander Hamilton Bridge to Webster Avenue; highway	1.0
649	Hurricane #Harvey Advisory 22A: Now available on the NHC website. 	0.0
650	In any situation: Base call, DL Stunt, DL Stem, Pressure, Cov Rotation. That way we can mix up how the RPO read will work. #CCFootballChat	0.0
651	UP: to hold his 1st cabinet meeting today	0.0
652	Traffic Alert: Crash along Jones Blvd between Spring Mountain &amp; Twain Avenue 	1.0
653	Update: Both lanes now open, highway WB @ MM near Shelton.	1.0
654	Told to Eat Its Vegetables, America Orders Fries. 	0.0
655	Modi's gesture for BJP's spot	0.0
656	#sayhi to cozying up to springtime brights. 	0.0
657	OKC: highway eastbound Penn Ave. Motorist Assist. Vehicle blocking the inside lane.  BAF	1.0
658	Annie Bergeron, explores metatrends shaping the world of tomorrow at the AMG. Read about them her… 	0.0
659	Be an agent of positive change when you travel by reducing your environmental impact 	0.0
660	Where the best and worst tippers in America live 	0.0
661	Georgia &amp; neighboring states working together to get... - 	0.0
662	Disabled tractor trailer on highway NB in the center lanes right at the highway merge. Expect delays.	1.0
663	upper-caste	0.0
664	Mukul Kesavan on how justifies even though it controls the machinery of the state.	0.0
665	In 7 Days: Kashmiri indignation	0.0
666	#Grilling &gt;&gt; using #propane gives you better control over your heat versus a charcoal #grill!… 	0.0
667	"""If you let social media run your life and your ministry, you will never do anything."" "	0.0
668	Cleared: Incident on #GardenStateParkway NB at South of Exit - Central Ave	1.0
669	. miles in cycle class and . mile walk with the dog. @ North Las Vegas, North Las Vegas,… 	0.0
670	CONSTRUCTION UPDATE: From August til October, road closures will impact local vehicle, pedestrian and cycle traffic: 	1.0
671	How lost its deposit in Rajouri Garden stronghold.	0.0
672	attacked in Five arrested	0.0
673	Congrats to  sitcimguy for being #Uhaulactive! Enjoy your swag bags! Sign up for Active Day &gt;… 	0.0
674	New: Planned construction in Charlotte on highway south at Exit Harborview Road, left lane blocked. Last updated...	1.0
675	Alexandria, Va. passed a law in requiring that streets running north-south had to be named for confederate gen… 	0.0
676	New: Unconfirmed object on roadway in Alachua on highway south at MM , left lane blocked. Last updated at...	1.0
677	U.S. house prices up .% in August; up .% YoY. #breaking #housing 	0.0
678	Two and half hours later. STILL waiting for to resolve my issue. WHOLE NIGHT WASTED. Anyone recommend another network?	0.0
679	" I would imagine there will be an ""incident/accident"" soon. Hope he has a way to find somewhere safe to go."	0.0
680	Grass fire @ MP on highway SB after highway/highway is now cleared. 	1.0
681	Heavy wet snow has started - moving south to north. Untreated roads will become slippery. Drive with caution.	1.0
682	First it was north and south now it's left and right. LITERALLY just changing directions so to speak 😂	0.0
683	Cleared: Incident on #ELine from 75th Avenue Station to Roosevelt Island Station	1.0
684	Starbucks Announces First Dividend, Authorizes Share Buyback  	0.0
685	Accident on highway SB @ MP is now cleared. All lanes are open.	1.0
686	I gave me this birthday gift, can't wait to arrive!!! 😍🎉 #June5 #ALLIHAVE #JLoVegas #LuckyToHaveTheseCurves 	0.0
687	Accident on highway North btw Exit - CT (Cromwell) and Exit - CT (Cromwell) right and Ctr lanes blocked...	1.0
688	We're closer than ever to ending polio thanks to new commitments from and Ray Dalio:… 	0.0
689	India's force wants 20 MPs named and shamed for antics.	0.0
690	highway eastbound, all lanes open @ MM , NSP running pace car operations starting near MM .	1.0
691	Cleared: Construction on #NY77 Both directions at West Main Street; NY ; East Main Street	1.0
692	For #WomensHistoryMonth we're celebrating the women of Meet Kelly Drinnen of 	0.0
693	Crash on highway westbound between Wood Ave/13th St and PA /Center St. There is a lane restriction.	1.0
694	says Kanwal Sibal.	0.0
695	In 7Days: secessionists	0.0
696	Looking forward to #SFRC budget hearing today. Appreciate opportunity to speak about budget and priorities.	0.0
697	US30, Portland, Delay &lt; 20min, Intermittent ln closures @ Nicolai due to road work, use caution.... 	1.0
698	Accident on Garden State Parkway southbound South of Exit - CR right shoulder blocked	1.0
699	Elaine’s Green-Mash Potatoes Recipe for #StPatricksDay  	0.0
700	Accident, highway East at Candler Road (Mile Post .), left lanes blocked. #DeKalbCounty #511GA 	1.0
701	sets 1 for 800	0.0
702	"#HurricaneHarvey evacuees traveling to #sanantonio should check in at Gembler Rd. SATX 
WATCH News SA Today: "	0.0
703	So happy you guys are loving the video!!! #AintYourMama #trendingworldwide # 	0.0
704	We	0.0
705	but won't ban	0.0
706	Cleared: Delay: NB on I-395R at MM2 in Fairfax Co.:38AM	1.0
707	Tesco supermarket bans shopping in pajamas...or bare feet.  	0.0
708	KTA ALERT I335 SB SOUTH OF ADMIRE THERE IS A CRASH WITH LEFT LANE BLOCKED USE CAUTION APPROACHING THE AREA	1.0
709	Cleared: Construction on #BrucknerBoulevard EB at Colgate Avenue	1.0
710	KP Nayar on why failure to repeal is a wake-up call for him.	0.0
711	Hooven singles to left bringing Castro to 3rd. One dead	0.0
712	CLEARED: Turnpike Roadwork on Pennsylvania Turnpike highway all directions between Exit - PA and Exit - highway/highway affecting the sho	1.0
713	BASF cooperates with startups in shaping the mobility of the future at innovation platform 	0.0
714	 Aww it’s always hard to say goodbye! 😢 What’s been your favorite memory with Elizabeth?	0.0
715	JUST RELEASED REPORT includes stats on #collegeapps and the postsec ed plans of applicants who were freshmen in … 	0.0
716	How cloaked debate in Draupadi's robes.	0.0
717	Accident cleared in #ByronTownship on highway NB after 84th St, slow traffic back to 100th St Exit , delay of mins #traffic	1.0
718	"Horrendous. Use of children as ‘human bombs’ rising in NE #Nigeria 
#ChildrenUnderAttack "	0.0
719	 Tips On Raising Optimistic Kids: old navy x 💫💫 	0.0
720	At Balagarh in the dying art of	0.0
721	Cleared: Incident on #FLine at Northern Boulevard Station	1.0
722	US citizens warned about traveling to Mexico’s Cancun and Los Cabos #WednesdayWisdom… 	0.0
723	Why wants paper trail in elections.	0.0
724	Submit your questions for our panel to cyberframework or using #cyberframework 	0.0
725	Development of all	0.0
726	Less than minutes into the Supergirl fan panel and there is ZERO Mon-El love and so much Sanvers love ❤️ #DragonCon2017	0.0
727	Cleared | BAYFIELD Co | Crash | highway EB/WB | AIRPORT RD | All Lanes Affected (Both Directions) | 	1.0
728	Life in a dark corner of has become magical after villagers got their 1st this year.	0.0
729	Walk ons galore on these sunny summer days! 🚶‍♀️🚶 PRO TIP: dip that wave2go card at the turnstile instead of slidin… 	0.0
730	March 20. Plus 15 days. Equals...	0.0
731	Abha Narain Lambah on her mission to restore Capitol Complex in	0.0
732	In new TV channel's bedroom journalism on trial.	0.0
733	The first group of locals came forward yesterday with cakes and cards for african victims of racist mob violence	0.0
734	nine injured: CPRO North Central Railway.	1.0
735	USDA provides nutritious U.S. peanuts in humanitarian effort for Haiti 	0.0
736	 Hello. I am sorry. Please DM your contract and detail the issue. Thank you. ^KIS	0.0
737	Pak PM survives removal scare	0.0
738	Somali grab Indian with 11 crew members.	0.0
739	India rushes to put out fire.	0.0
740	Construction and Building Ideas brought to you by #wefixitdc Dutch acted on 'concrete'... 	0.0
741	CLEARED: Turnpike Roadwork on Pennsylvania Turnpike highway all directions between Exit - Pennsylvania Turnpike highway and Exit - PA a	1.0
742	: PM: Destructive winds of + mph moving into #MarcoIsland now and to #Naples shortly. Storm surge to abuptly come! Shelter in place.	0.0
743	New: Crash in Orange on SR- east at SR-, all lanes blocked. Last updated at ::46AM. #fl511 	1.0
744	gets for weeks to reply in case.	0.0
745	Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: 	0.0
746	New: Vehicle on fire in Leon on highway east at MM , right lane blocked. Last updated at ::16PM. #fl511 	1.0
747	spell endures.	0.0
748	CLEARED: Roadwork on highway eastbound between Exit: PA /CONSHOHOCKEN { # 331B } and Exit - highway South/City Ave.	1.0
749	mangoes	0.0
